Timestamp;PIDout;MotorSpeed;DrivePower
33586088;1.520000E+002;4.248000E+003;6.415464E+000
33587092;1.750000E+002;4.225000E+003;6.415464E+000
33588102;1.500000E+002;4.250000E+003;6.415464E+000
33589087;1.550000E+002;4.245000E+003;6.415464E+000
33590085;1.550000E+002;4.254000E+003;6.415464E+000
33591086;1.550000E+002;4.254000E+003;6.415464E+000
33592089;1.610000E+002;4.239000E+003;6.415464E+000
33593089;1.550000E+002;4.245000E+003;6.415464E+000
33594085;1.480000E+002;4.252000E+003;6.415464E+000
33595085;1.340000E+002;4.266000E+003;6.415464E+000
33596088;1.400000E+002;4.260000E+003;6.415464E+000
33597089;1.460000E+002;4.254000E+003;6.415464E+000
33598085;1.460000E+002;4.254000E+003;6.415464E+000
33599104;1.460000E+002;4.254000E+003;6.415464E+000
33600085;1.520000E+002;4.248000E+003;6.415464E+000
33601089;1.670000E+002;4.233000E+003;6.415464E+000
33602090;1.440000E+002;4.256000E+003;6.415464E+000
33603086;1.610000E+002;4.239000E+003;6.415464E+000
33604087;1.500000E+002;4.250000E+003;6.415464E+000
33605091;1.610000E+002;4.239000E+003;6.415464E+000
33606085;1.650000E+002;4.235000E+003;6.415464E+000
33607089;1.650000E+002;4.235000E+003;6.415464E+000
33608090;1.480000E+002;4.252000E+003;6.415464E+000
33609086;1.570000E+002;4.243000E+003;6.415464E+000
33610103;1.460000E+002;4.254000E+003;6.415464E+000
33611089;1.550000E+002;4.245000E+003;6.415464E+000
33612086;1.750000E+002;4.225000E+003;6.415464E+000
33613087;1.360000E+002;4.264000E+003;6.415464E+000
33614091;1.550000E+002;4.245000E+003;6.415464E+000
33615084;1.630000E+002;4.237000E+003;6.415464E+000
33616089;1.710000E+002;4.258000E+003;6.415464E+000
33617090;1.710000E+002;4.258000E+003;6.415464E+000
33618086;1.610000E+002;4.239000E+003;6.366862E+000
33619087;1.650000E+002;4.235000E+003;6.366862E+000
33620086;1.690000E+002;4.231000E+003;6.366862E+000
33621200;1.570000E+002;4.243000E+003;6.366862E+000
33622087;1.500000E+002;4.250000E+003;6.366862E+000
33623088;1.820000E+002;4.218000E+003;6.366862E+000
33624085;1.820000E+002;4.235000E+003;6.366862E+000
33625086;1.650000E+002;4.235000E+003;6.366862E+000
33626090;1.860000E+002;4.214000E+003;6.366862E+000
33627091;1.320000E+002;4.268000E+003;6.366862E+000
33628087;1.610000E+002;4.239000E+003;6.366862E+000
33629089;1.650000E+002;4.235000E+003;6.366862E+000
33630086;1.500000E+002;4.250000E+003;6.366862E+000
33631086;1.840000E+002;4.216000E+003;6.366862E+000
33632106;1.690000E+002;4.231000E+003;6.366862E+000
33633091;1.710000E+002;4.229000E+003;6.366862E+000
33634087;1.710000E+002;4.237000E+003;6.366862E+000
33635087;1.630000E+002;4.237000E+003;6.366862E+000
33636091;1.590000E+002;4.241000E+003;6.366862E+000
33637091;1.960000E+002;4.204000E+003;6.366862E+000
33638087;1.630000E+002;4.237000E+003;6.366862E+000
33639087;1.710000E+002;4.229000E+003;6.366862E+000
33640085;1.880000E+002;4.212000E+003;6.366862E+000
33641086;1.440000E+002;4.256000E+003;6.366862E+000
33642089;1.710000E+002;4.229000E+003;6.366862E+000
33643105;1.710000E+002;4.229000E+003;6.366862E+000
33644090;1.710000E+002;4.229000E+003;6.366862E+000
33645086;1.920000E+002;4.208000E+003;6.366862E+000
33646086;1.750000E+002;4.225000E+003;6.366862E+000
33647090;1.730000E+002;4.227000E+003;6.366862E+000
33648090;1.730000E+002;4.227000E+003;6.366862E+000
33649086;1.710000E+002;4.229000E+003;6.366862E+000
33650089;1.730000E+002;4.227000E+003;6.366862E+000
33651084;1.920000E+002;4.208000E+003;6.366862E+000
33652085;1.780000E+002;4.222000E+003;6.366600E+000
33653088;1.780000E+002;4.218000E+003;6.536700E+000
33654088;1.820000E+002;4.218000E+003;6.536700E+000
33655100;1.730000E+002;4.227000E+003;6.536700E+000
33656085;1.840000E+002;4.216000E+003;6.536700E+000
33657088;1.800000E+002;4.220000E+003;6.536700E+000
33658089;1.990000E+002;4.201000E+003;6.536700E+000
33659092;1.900000E+002;4.210000E+003;6.536700E+000
33660087;1.780000E+002;4.216000E+003;6.536700E+000
33661090;1.840000E+002;4.216000E+003;6.536700E+000
33662091;1.840000E+002;4.210000E+003;6.536700E+000
33663086;1.900000E+002;4.210000E+003;6.536700E+000
33664087;1.920000E+002;4.208000E+003;6.536700E+000
33665099;1.940000E+002;4.206000E+003;6.536700E+000
33666085;1.670000E+002;4.233000E+003;6.536700E+000
33667089;1.860000E+002;4.214000E+003;6.536700E+000
33668091;1.900000E+002;4.210000E+003;6.536700E+000
33669087;2.070000E+002;4.189000E+003;6.536700E+000
33670091;2.010000E+002;4.199000E+003;6.536700E+000
33671087;2.190000E+002;4.181000E+003;6.536700E+000
33672088;2.190000E+002;4.206000E+003;6.536700E+000
33673084;1.940000E+002;4.206000E+003;6.536700E+000
33674085;2.090000E+002;4.191000E+003;6.536700E+000
33675090;2.010000E+002;4.199000E+003;6.536700E+000
33676106;2.130000E+002;4.187000E+003;6.536700E+000
33677084;2.170000E+002;4.183000E+003;6.536700E+000
33678088;2.150000E+002;4.185000E+003;6.536700E+000
33679089;2.240000E+002;4.193000E+003;6.536700E+000
33680088;2.110000E+002;4.189000E+003;6.536700E+000
33681090;2.110000E+002;4.174000E+003;6.536700E+000
33682086;2.260000E+002;4.174000E+003;6.536700E+000
33683087;2.470000E+002;4.153000E+003;6.536700E+000
33684091;2.050000E+002;4.195000E+003;6.536700E+000
33685085;2.300000E+002;4.170000E+003;6.536700E+000
33686089;2.360000E+002;4.164000E+003;6.536700E+000
33687102;2.570000E+002;4.183000E+003;6.536700E+000
33688088;2.360000E+002;4.164000E+003;6.535624E+000
33689092;2.340000E+002;4.166000E+003;6.948656E+000
33690088;2.340000E+002;4.166000E+003;6.948656E+000
33691084;2.360000E+002;4.164000E+003;6.948656E+000
33692085;2.240000E+002;4.176000E+003;6.948656E+000
33693089;2.170000E+002;4.183000E+003;6.948656E+000
33694091;2.510000E+002;4.149000E+003;6.948656E+000
33695086;2.170000E+002;4.183000E+003;6.948656E+000
33696085;2.400000E+002;4.166000E+003;6.948656E+000
33697088;2.220000E+002;4.178000E+003;6.948656E+000
33698099;2.360000E+002;4.164000E+003;6.948656E+000
33699084;2.360000E+002;4.164000E+003;6.948656E+000
33700090;2.360000E+002;4.164000E+003;6.948656E+000
33701091;2.510000E+002;4.149000E+003;6.948656E+000
33702086;2.470000E+002;4.153000E+003;6.948656E+000
33703087;2.340000E+002;4.166000E+003;6.948656E+000
33704090;2.320000E+002;4.172000E+003;6.948656E+000
33705090;2.340000E+002;4.168000E+003;6.948656E+000
33706086;2.340000E+002;4.166000E+003;6.948656E+000
33707086;2.280000E+002;4.172000E+003;6.948656E+000
33708090;2.280000E+002;4.195000E+003;6.948656E+000
33709106;2.050000E+002;4.195000E+003;6.948656E+000
33710086;2.130000E+002;4.187000E+003;6.948656E+000
33711090;2.220000E+002;4.178000E+003;6.948656E+000
33712090;2.360000E+002;4.164000E+003;6.948656E+000
